pixel_accuracy,pixel_precision,pixel_recall,pixel_f1,pixel_iou,gt_pixels,pred_pixels,bbox_precision,bbox_recall,bbox_f1,gt_boxes,pred_boxes,matched_boxes,false_positives,false_negatives,filename
0.988103125,0.026160889470241987,0.08800880088008801,0.0403327451474666,0.02058142526369951,1818,6116,0.0,0.0,0.0,6,15,0,15,6,IMG_4603.JPG
0.9744890625,0.0019571865443425078,0.7804878048780488,0.00390458178268562,0.0019561097866617762,41,16350,0.0,0.0,0.0,0,61,0,61,0,IMG_2266.JPG
0.9894984375,0.0028189910979228485,1.0,0.005622133451694038,0.0028189910979228485,19,6740,0.0,0.0,0.0,0,24,0,24,0,IMG_4617.JPG
0.9661953125,0.006122213237842208,0.004050749006420055,0.004875580700059795,0.0024437476945776467,13084,8657,0.0,0.0,0.0,18,7,0,7,18,DSC04270.JPG
0.98701875,0.038371821786797294,0.8392857142857143,0.07338835601159938,0.038091930068310756,392,8574,0.0,0.0,0.0,1,5,0,5,1,IMG_4824.JPG
0.9906546875,0.040006478781988986,0.8205980066445183,0.0762934362934363,0.03965960179833012,301,6174,0.034482758620689655,1.0,0.06666666666022221,1,29,1,28,0,IMG_2299.JPG
0.987725,0.23821681068342498,0.9611727416798732,0.38180673591438463,0.23594631394670298,2524,10184,0.13333333333333333,0.6666666666666666,0.22222222219444443,3,15,2,13,1,IMG_4830.JPG
0.9613546875,0.026272189349112424,0.9314685314685315,0.05110301170151544,0.0262215047836529,715,25350,0.015625,1.0,0.030769230766201184,1,64,1,63,0,IMG_4818.JPG
0.9633078125,0.3005411346918069,0.5060867089058162,0.37712527519163946,0.23238101464435146,14047,23654,0.3409090909090909,0.5357142857142857,0.41666666661913576,28,44,15,29,13,IMG_4993.JPG
0.9591203125,0.00045169385194479295,0.001438618925831202,0.0006875214850464077,0.000343878954607978,6256,19925,0.0,0.0,0.0,7,35,0,35,7,IMG_4987.JPG
0.97755625,0.04808582895955542,0.23474001507159006,0.07982062780269059,0.04156936011209715,2654,12956,0.043478260869565216,0.2,0.07142857139923468,5,23,1,22,4,IMG_2448.JPG
0.9654375,0.270031968650098,0.39674242424242423,0.32134748726759527,0.19143180904338927,13200,19394,0.42857142857142855,0.2727272727272727,0.3333333332858024,22,14,6,8,16,IMG_4777.JPG
0.9681,0.4479611190137506,0.19341795475483672,0.2701794523486094,0.15618929530894812,19538,8436,0.0,0.0,0.0,9,10,0,10,9,IMG_4763.JPG
0.9871796875,0.0,0.0,0.0,0.0,2346,5859,0.0,0.0,0.0,1,4,0,4,1,DSC04304.JPG
0.9225484375,0.0,0.0,0.0,0.0,1834,47735,0.0,0.0,0.0,2,22,0,22,2,IMG_4950.JPG
0.8872734375,0.10934477961385769,0.2470011114091902,0.15158464161815724,0.08200788904440769,26093,58942,0.043478260869565216,0.09090909090909091,0.05882352936799307,11,23,1,22,10,IMG_4944.JPG
0.9005078125,0.029534204585464862,0.07816268362201272,0.04286981225667774,0.021904425431252976,18244,48283,0.02702702702702703,0.037037037037037035,0.031249999951220707,27,37,1,36,26,DSC04310.JPG
0.9855890625,0.0,0.0,0.0,0.0,4704,4519,0.0,0.0,0.0,2,8,0,8,2,DSC04338.JPG
0.9569375,0.0,0.0,0.0,0.0,2559,25001,0.0,0.0,0.0,2,17,0,17,2,IMG_4978.JPG
0.9816796875,0.0,0.0,0.0,0.0,9205,2520,0.0,0.0,0.0,6,8,0,8,6,IMG_2138.JPG
